Company1,Company2,Value
1,1,0.9999999999999998
1,2,0.052510298322378704
1,3,0.42429368863053757
1,4,0.6360810305311992
1,5,0.716315949493445
1,6,-0.7598531174701292
1,7,-0.0906504242091696
1,8,-0.062066546946402304
1,9,-0.6659245139948218
1,10,-0.52948173780229
1,11,-0.3040843275221843
1,12,-0.2804460760298782
1,13,0.4501035211063098
1,14,-0.19924326601125078
1,15,0.7279981018202033
1,16,0.26132559252279935
1,17,-0.7123926528788388
1,18,-0.04699077959083
1,19,-0.5811358343417214
1,20,-0.6413864700733823
1,21,-0.6759613543436704
1,22,0.2801912161518053
1,23,-0.3480054716049519
1,24,-0.2333075938550521
1,25,0.7645367287941446
1,26,-0.3462073447481948
1,27,-0.650243788015674
1,28,0.058069584185102344
1,29,-0.3021285084781727
1,30,-0.5433748799560875
2,1,0.05251029832237871
2,2,1.0
2,3,0.07004369398563774
2,4,0.21653971311515738
2,5,0.2084183623584987
2,6,-0.34380459453745366
2,7,0.0007719441171207827
2,8,0.33680869225032806
2,9,0.293256412620001
2,10,0.502139079859866
2,11,0.4263960099065121
2,12,0.35458484627056897
2,13,0.21714623848801043
2,14,0.37393536584119597
2,15,0.2572988095221746
2,16,0.2191443369281204
2,17,-0.04836435774802442
2,18,-0.06974432144206175
2,19,0.19357573408043038
2,20,0.19886648647278227
2,21,0.2939566596366417
2,22,0.44030985751767615
2,23,-0.04969368124285474
2,24,-0.13090780771095592
2,25,0.18874573386720936
2,26,0.5331143330007844
2,27,-0.07318104454287187
2,28,0.34182898628155095
2,29,0.4738739784611346
2,30,0.5313221500262829
3,1,0.4242936886305376
3,2,0.07004369398563774
3,3,1.0
3,4,0.08375857416644882
3,5,0.7767427240287634
3,6,-0.26898368379690896
3,7,0.6598404720344598
3,8,0.6763748320607114
3,9,-0.696024024327787
3,10,-0.6230746621082269
3,11,-0.37841810582552254
3,12,-0.3511989761374497
3,13,0.776492611391219
3,14,-0.2888300432426003
3,15,0.7915013212781868
3,16,0.732853008543131
3,17,-0.6016982907076227
3,18,0.6629310437254441
3,19,-0.5740661416094621
3,20,-0.6446288383987311
3,21,-0.7405958925515208
3,22,0.45550229663995284
3,23,0.31616139143192334
3,24,0.455058635508467
3,25,0.6367882525448005
3,26,-0.43261759917870357
3,27,-0.601180179386216
3,28,0.7421992560848452
3,29,-0.3736603714182809
3,30,-0.6395842693191153
4,1,0.6360810305311992
4,2,0.2165397131151574
4,3,0.08375857416644882
4,4,0.9999999999999999
4,5,0.3759474808612224
4,6,-0.5511005666687123
4,7,-0.22560711416055618
4,8,-0.2278974197926697
4,9,-0.37926115805903876
4,10,-0.24580360946517693
4,11,0.1911147195183199
4,12,0.23386141012456496
4,13,0.18763069374387067
4,14,-0.1034218317282062
4,15,0.49916820010122115
4,16,0.09185845148644936
4,17,-0.5857984174655877
4,18,-0.18992189733766787
4,19,-0.32297687314683815
4,20,-0.44834635247807253
4,21,-0.2438003277738122
4,22,0.11100567919715702
4,23,-0.4856095021074948
4,24,-0.40720668334907284
4,25,0.34906022587679325
4,26,0.162565426314712
4,27,-0.5358101908488405
4,28,-0.09317620815616423
4,29,0.10309665372322498
4,30,-0.10815763095867183
5,1,0.716315949493445
5,2,0.20841836235849873
5,3,0.7767427240287635
5,4,0.3759474808612224
5,5,1.0
5,6,-0.5741755186433729
5,7,0.3246977707465929
5,8,0.4895123262673212
5,9,-0.6747320204509191
5,10,-0.6010738693411192
5,11,-0.2983007931523905
5,12,-0.2708505308632445
5,13,0.6876490611030033
5,14,-0.2956429190142821
5,15,0.8820831870143635
5,16,0.6236646422517103
5,17,-0.6562933478284947
5,18,0.3733712311674525
5,19,-0.4735434410233073
5,20,-0.6033793826400965
5,21,-0.7249539386191034
5,22,0.5780955464215264
5,23,0.0859967957054439
5,24,0.1675600702883952
5,25,0.7897674767561556
5,26,-0.32638262520320616
5,27,-0.6330912590765371
5,28,0.5456805991753707
5,29,-0.29604003109678023
5,30,-0.6115986833148565
6,1,-0.7598531174701292
6,2,-0.3438045945374537
6,3,-0.268983683796909
6,4,-0.5511005666687123
6,5,-0.5741755186433729
6,6,1.0
6,7,0.3055260432096811
6,8,-0.06333490386930467
6,9,0.2783795076650986
6,10,0.16301385394546236
6,11,0.06400546868867456
6,12,0.05801992405229779
6,13,-0.33822756374369534
6,14,0.08370356768739046
6,15,-0.5998222139356228
6,16,-0.03013062864727575
6,17,0.5542749747185531
6,18,0.1571451191855488
6,19,0.25351965434783025
6,20,0.28321471136850046
6,21,0.4206490042065874
6,22,-0.2946625381289928
6,23,0.5503191081306217
6,24,0.43103608727800136
6,25,-0.6377862413300955
6,26,0.09159776082178778
6,27,0.35726472499122697
6,28,0.016496026670816656
6,29,0.0759877644444848
6,30,0.12289664192569712
7,1,-0.09065042420916959
7,2,0.0007719441171207827
7,3,0.6598404720344598
7,4,-0.2256071141605562
7,5,0.3246977707465929
7,6,0.305526043209681
7,7,0.9999999999999999
7,8,0.5716938279467608
7,9,-0.4546428961089458
7,10,-0.37282486446813584
7,11,-0.20023648184547788
7,12,-0.18201605077924773
7,13,0.5182473490580503
7,14,-0.16350815435469795
7,15,0.3809755993090434
7,16,0.6825844855656841
7,17,-0.3090048461905126
7,18,0.5467293517587963
7,19,-0.35921561048491807
7,20,-0.4311653440706765
7,21,-0.3258997281587899
7,22,0.4027302671908684
7,23,0.7700308232355563
7,24,0.7720990517715521
7,25,0.23187341697261699
7,26,-0.23041852461897994
7,27,-0.3425526243970658
7,28,0.766979953214819
7,29,-0.1998844781168983
7,30,-0.3549309257449243
8,1,-0.06206654694640231
8,2,0.33680869225032806
8,3,0.6763748320607113
8,4,-0.2278974197926697
8,5,0.4895123262673212
8,6,-0.06333490386930467
8,7,0.5716938279467607
8,8,1.0
8,9,-0.22949434793965884
8,10,-0.18029215921468084
8,11,-0.04559029725350076
8,12,-0.04291023789535564
8,13,0.5942138848017924
8,14,-0.06513252834616517
8,15,0.46544388051836866
8,16,0.6424425930457647
8,17,-0.2667930345050393
8,18,0.711277578010887
8,19,-0.21609260733781774
8,20,-0.2448856104127781
8,21,-0.2623925057784364
8,22,0.45716062020026477
8,23,0.3546685406379367
8,24,0.46530184815677333
8,25,0.39082155506332134
8,26,-0.05484799944773024
8,27,-0.264762694778511
8,28,0.7806555514630587
8,29,-0.04394714124602642
8,30,-0.1539908270580575
9,1,-0.6659245139948217
9,2,0.293256412620001
9,3,-0.696024024327787
9,4,-0.37926115805903876
9,5,-0.6747320204509192
9,6,0.2783795076650986
9,7,-0.4546428961089458
9,8,-0.22949434793965884
9,9,0.9999999999999999
9,10,0.8188649351203813
9,11,0.4120002302273027
9,12,0.38864121917167144
9,13,-0.612747900350283
9,14,0.4419706884459631
9,15,-0.7258775074202938
9,16,-0.5759454939645884
9,17,0.8128856940578032
9,18,-0.4404298258632629
9,19,0.8076538430927659
9,20,0.92872151463045
9,21,0.7916015577247354
9,22,-0.18514225650590774
9,23,-0.07316677396727818
9,24,-0.2547438157428133
9,25,-0.6551853462769048
9,26,0.48868190772591885
9,27,0.724024847886145
9,28,-0.3584223410578825
9,29,0.40699587569133866
9,30,0.790480532301784
10,1,-0.5294817378022899
10,2,0.502139079859866
10,3,-0.6230746621082269
10,4,-0.24580360946517693
10,5,-0.6010738693411192
10,6,0.16301385394546233
10,7,-0.37282486446813584
10,8,-0.18029215921468084
10,9,0.8188649351203814
10,10,0.9999999999999998
10,11,0.3930399997566196
10,12,0.25107753057788346
10,13,-0.5033928616737555
10,14,0.6351871986228483
10,15,-0.5842883701196113
10,16,-0.4697547692775545
10,17,0.6384233536909057
10,18,-0.3789075645258815
10,19,0.6360235930073476
10,20,0.7627911832098104
10,21,0.7418853080166021
10,22,-0.22075226339445353
10,23,-0.1899733441236404
10,24,-0.2866447980494973
10,25,-0.5153713574746868
10,26,0.5149724950839715
10,27,0.559880327751812
10,28,-0.2945443519422503
10,29,0.5062154103982512
10,30,0.8658163985126379
11,1,-0.3040843275221843
11,2,0.4263960099065121
11,3,-0.37841810582552254
11,4,0.1911147195183199
11,5,-0.29830079315239055
11,6,0.06400546868867454
11,7,-0.20023648184547788
11,8,-0.04559029725350076
11,9,0.4120002302273027
11,10,0.3930399997566196
11,11,1.0
11,12,0.8119599761912258
11,13,-0.2393312449068141
11,14,0.10718837234639797
11,15,-0.2646807731508558
11,16,-0.01980464024091328
11,17,0.08549392816237716
11,18,-0.24502912814644606
11,19,0.2880549991279685
11,20,0.21235837032497543
11,21,0.676542915533255
11,22,0.10563002200085184
11,23,-0.06958670082418336
11,24,-0.16144950455467175
11,25,-0.3014594846502523
11,26,0.8439878762305938
11,27,0.0698679881755663
11,28,-0.06293909748552924
11,29,0.8384059387312819
11,30,0.5950095200483896
12,1,-0.2804460760298782
12,2,0.35458484627056897
12,3,-0.3511989761374497
12,4,0.233861410124565
12,5,-0.27085053086324457
12,6,0.05801992405229779
12,7,-0.18201605077924773
12,8,-0.04291023789535564
12,9,0.38864121917167144
12,10,0.25107753057788346
12,11,0.8119599761912258
12,12,1.0
12,13,-0.20198013754234678
12,14,0.04931868664274669
12,15,-0.22816371813756378
12,16,0.04025105920461293
12,17,0.07400221227582342
12,18,-0.21697641925107417
12,19,0.28719184576962614
12,20,0.18050387742585283
12,21,0.6616255825597445
12,22,0.13716155394857865
12,23,-0.03181117014796955
12,24,-0.1374865113691985
12,25,-0.2717717852289998
12,26,0.8077858390004355
12,27,0.07855228328389141
12,28,-0.0034972554252050243
12,29,0.5412219249831814
12,30,0.5731854864636846
13,1,0.45010352110630975
13,2,0.21714623848801043
13,3,0.776492611391219
13,4,0.18763069374387067
13,5,0.6876490611030033
13,6,-0.33822756374369534
13,7,0.5182473490580503
13,8,0.5942138848017924
13,9,-0.612747900350283
13,10,-0.5033928616737555
13,11,-0.2393312449068141
13,12,-0.2019801375423468
13,13,1.0
13,14,-0.22029843914056396
13,15,0.741376973126495
13,16,0.6353523790085597
13,17,-0.6225281444977889
13,18,0.5119966516319593
13,19,-0.5215714961084755
13,20,-0.5969046968399435
13,21,-0.5821906329937043
13,22,0.38388925200993707
13,23,0.15157592731243888
13,24,0.2651656379143477
13,25,0.6562629570051096
13,26,-0.2857952543336481
13,27,-0.5585179784723114
13,28,0.7247849128186808
13,29,-0.25737350484581
13,30,-0.4669471510823089
14,1,-0.19924326601125075
14,2,0.373935365841196
14,3,-0.28883004324260036
14,4,-0.1034218317282062
14,5,-0.2956429190142821
14,6,0.08370356768739046
14,7,-0.16350815435469795
14,8,-0.06513252834616517
14,9,0.44197068844596304
14,10,0.6351871986228483
14,11,0.10718837234639797
14,12,0.04931868664274669
14,13,-0.22029843914056396
14,14,1.0
14,15,-0.25504484950978323
14,16,-0.18148999807715782
14,17,0.3845191236087062
14,18,-0.14411805610698616
14,19,0.19354112190049827
14,20,0.3466074075661286
14,21,0.3226330020818828
14,22,-0.12073596153174891
14,23,-0.126704818806814
14,24,-0.11614100905032418
14,25,-0.19864011800515455
14,26,0.2084893933595423
14,27,0.13891244713612125
14,28,-0.11550996542709487
14,29,0.18638346058724645
14,30,0.44371284331525473
15,1,0.7279981018202033
15,2,0.2572988095221746
15,3,0.7915013212781867
15,4,0.49916820010122115
15,5,0.8820831870143635
15,6,-0.5998222139356228
15,7,0.38097559930904346
15,8,0.46544388051836866
15,9,-0.7258775074202937
15,10,-0.5842883701196113
15,11,-0.2646807731508558
15,12,-0.2281637181375638
15,13,0.741376973126495
15,14,-0.25504484950978323
15,15,1.0
15,16,0.604838964007251
15,17,-0.7943418294762734
15,18,0.38263866638520977
15,19,-0.6079520423462774
15,20,-0.6999404327454606
15,21,-0.7514206390240362
15,22,0.5410976558771807
15,23,0.03345726029599001
15,24,0.13896385199774183
15,25,0.8123149868605255
15,26,-0.3130221711214004
15,27,-0.7346807859425198
15,28,0.5578666424194567
15,29,-0.28104979390174717
15,30,-0.5602504378795381
16,1,0.26132559252279935
16,2,0.2191443369281204
16,3,0.7328530085431311
16,4,0.09185845148644936
16,5,0.6236646422517103
16,6,-0.030130628647275746
16,7,0.6825844855656841
16,8,0.6424425930457647
16,9,-0.5759454939645883
16,10,-0.46975476927755444
16,11,-0.019804640240913277
16,12,0.04025105920461293
16,13,0.6353523790085596
16,14,-0.18148999807715782
16,15,0.6048389640072511
16,16,1.0
16,17,-0.5267173693465937
16,18,0.5997320214141858
16,19,-0.5283648403959431
16,20,-0.6294873185439027
16,21,-0.3777554441300832
16,22,0.5208097681792452
16,23,0.4698398906820739
16,24,0.6480198288670974
16,25,0.43486051883569105
16,26,-0.035523012437284514
16,27,-0.5860802604082824
16,28,0.8232150194315488
16,29,-0.0771610079497042
16,30,-0.3820375748949844
17,1,-0.7123926528788388
17,2,-0.04836435774802442
17,3,-0.6016982907076227
17,4,-0.5857984174655877
17,5,-0.6562933478284947
17,6,0.5542749747185531
17,7,-0.3090048461905126
17,8,-0.2667930345050393
17,9,0.8128856940578032
17,10,0.6384233536909057
17,11,0.08549392816237718
17,12,0.07400221227582343
17,13,-0.6225281444977889
17,14,0.3845191236087062
17,15,-0.7943418294762733
17,16,-0.5267173693465939
17,17,1.0
17,18,-0.27362406679545753
17,19,0.7870673721977731
17,20,0.8782130148964057
17,21,0.6131491142560828
17,22,-0.34721754572829155
17,23,0.08915753251869596
17,24,-0.06960822870027658
17,25,-0.7077553740114809
17,26,0.16512295454002318
17,27,0.7772892128345912
17,28,-0.35384955108441
17,29,0.11234102502183851
17,30,0.48443115508656304
18,1,-0.046990779590830006
18,2,-0.06974432144206176
18,3,0.6629310437254441
18,4,-0.18992189733766787
18,5,0.3733712311674525
18,6,0.1571451191855488
18,7,0.5467293517587963
18,8,0.7112775780108871
18,9,-0.4404298258632629
18,10,-0.3789075645258815
18,11,-0.24502912814644606
18,12,-0.21697641925107417
18,13,0.5119966516319593
18,14,-0.14411805610698616
18,15,0.38263866638520977
18,16,0.5997320214141858
18,17,-0.27362406679545753
18,18,1.0
18,19,-0.43767068437259127
18,20,-0.43335586586759345
18,21,-0.3932768024961816
18,22,0.020993437225577845
18,23,0.27494730107419013
18,24,0.43488311496236765
18,25,0.3158459767002856
18,26,-0.269770033424235
18,27,-0.36638485704457224
18,28,0.6271866878519907
18,29,-0.2547316786266287
18,30,-0.39344433457113864
19,1,-0.5811358343417214
19,2,0.19357573408043038
19,3,-0.5740661416094621
19,4,-0.32297687314683815
19,5,-0.4735434410233073
19,6,0.25351965434783025
19,7,-0.35921561048491807
19,8,-0.21609260733781774
19,9,0.8076538430927659
19,10,0.6360235930073475
19,11,0.2880549991279685
19,12,0.28719184576962614
19,13,-0.5215714961084755
19,14,0.19354112190049827
19,15,-0.6079520423462773
19,16,-0.528364840395943
19,17,0.787067372197773
19,18,-0.4376706843725913
19,19,0.9999999999999998
19,20,0.8938828739702792
19,21,0.6534450907611005
19,22,-0.13005146866892273
19,23,-0.0047296056855657635
19,24,-0.24554797128243439
19,25,-0.5648333466217254
19,26,0.33335902762269964
19,27,0.8089956352640839
19,28,-0.2828327095791192
19,29,0.2594773796822114
19,30,0.6308080331879525
20,1,-0.6413864700733823
20,2,0.19886648647278227
20,3,-0.6446288383987311
20,4,-0.4483463524780725
20,5,-0.6033793826400965
20,6,0.2832147113685004
20,7,-0.4311653440706765
20,8,-0.2448856104127781
20,9,0.92872151463045
20,10,0.7627911832098105
20,11,0.21235837032497543
20,12,0.18050387742585286
20,13,-0.5969046968399435
20,14,0.3466074075661287
20,15,-0.6999404327454607
20,16,-0.6294873185439026
20,17,0.8782130148964056
20,18,-0.4333558658675934
20,19,0.8938828739702792
20,20,0.9999999999999999
20,21,0.6780247183323808
20,22,-0.2131346291377446
20,23,-0.04856057624913747
20,24,-0.25102054355117676
20,25,-0.6307965033224693
20,26,0.3024258096003676
20,27,0.8306366625305092
20,28,-0.37067259534342795
20,29,0.25404670864957024
20,30,0.6824684265423095
21,1,-0.6759613543436704
21,2,0.29395665963664164
21,3,-0.7405958925515207
21,4,-0.2438003277738122
21,5,-0.7249539386191035
21,6,0.4206490042065874
21,7,-0.3258997281587899
21,8,-0.2623925057784364
21,9,0.7916015577247355
21,10,0.741885308016602
21,11,0.676542915533255
21,12,0.6616255825597445
21,13,-0.5821906329937042
21,14,0.3226330020818828
21,15,-0.7514206390240361
21,16,-0.3777554441300832
21,17,0.6131491142560828
21,18,-0.3932768024961815
21,19,0.6534450907611005
21,20,0.6780247183323808
21,21,1.0
21,22,-0.21759391749293122
21,23,-0.0016454064375718588
21,24,-0.2002015114360461
21,25,-0.6404118519172705
21,26,0.7834333430646117
21,27,0.5735403113669607
21,28,-0.31493746190092786
21,29,0.6459662811542172
21,30,0.842769613673894
22,1,0.2801912161518053
22,2,0.4403098575176761
22,3,0.4555022966399528
22,4,0.11100567919715704
22,5,0.5780955464215264
22,6,-0.2946625381289928
22,7,0.4027302671908684
22,8,0.45716062020026477
22,9,-0.18514225650590774
22,10,-0.22075226339445353
22,11,0.10563002200085184
22,12,0.13716155394857865
22,13,0.38388925200993707
22,14,-0.12073596153174891
22,15,0.5410976558771806
22,16,0.5208097681792453
22,17,-0.34721754572829155
22,18,0.020993437225577845
22,19,-0.1300514686689227
22,20,-0.21313462913774464
22,21,-0.2175939174929312
22,22,1.0
22,23,0.4658996313459464
22,24,0.40047115230701713
22,25,0.4171140234591337
22,26,0.0900737580371632
22,27,-0.3424195129825132
22,28,0.5408288796540264
22,29,0.06888362197874853
22,30,-0.14983551385411414
23,1,-0.3480054716049519
23,2,-0.04969368124285474
23,3,0.3161613914319234
23,4,-0.4856095021074948
23,5,0.08599679570544391
23,6,0.5503191081306217
23,7,0.7700308232355563
23,8,0.3546685406379367
23,9,-0.07316677396727818
23,10,-0.18997334412364042
23,11,-0.06958670082418336
23,12,-0.03181117014796955
23,13,0.15157592731243888
23,14,-0.12670481880681397
23,15,0.03345726029599001
23,16,0.4698398906820739
23,17,0.08915753251869597
23,18,0.2749473010741901
23,19,-0.004729605685565763
23,20,-0.048560576249137476
23,21,-0.0016454064375718588
23,22,0.4658996313459465
23,23,0.9999999999999998
23,24,0.7653035724373711
23,25,-0.057841251683395906
23,26,-0.08764916167923985
23,27,-0.015562558383160452
23,28,0.5469381433714378
23,29,-0.10127593910892257
23,30,-0.18706878954229475
24,1,-0.2333075938550521
24,2,-0.13090780771095592
24,3,0.455058635508467
24,4,-0.40720668334907284
24,5,0.1675600702883952
24,6,0.4310360872780014
24,7,0.7720990517715521
24,8,0.46530184815677333
24,9,-0.2547438157428133
24,10,-0.28664479804949733
24,11,-0.16144950455467175
24,12,-0.1374865113691985
24,13,0.2651656379143477
24,14,-0.11614100905032416
24,15,0.1389638519977418
24,16,0.6480198288670974
24,17,-0.06960822870027658
24,18,0.43488311496236765
24,19,-0.24554797128243439
24,20,-0.25102054355117676
24,21,-0.2002015114360461
24,22,0.40047115230701724
24,23,0.7653035724373712
24,24,1.0
24,25,-0.039496274096293714
24,26,-0.18879626620725842
24,27,-0.15608322938416866
24,28,0.625550930492743
24,29,-0.1756165979325783
24,30,-0.2955419618223384
25,1,0.7645367287941445
25,2,0.18874573386720936
25,3,0.6367882525448005
25,4,0.3490602258767933
25,5,0.7897674767561557
25,6,-0.6377862413300955
25,7,0.23187341697261696
25,8,0.39082155506332134
25,9,-0.6551853462769048
25,10,-0.5153713574746868
25,11,-0.30145948465025235
25,12,-0.2717717852289998
25,13,0.6562629570051096
25,14,-0.19864011800515452
25,15,0.8123149868605255
25,16,0.434860518835691
25,17,-0.7077553740114809
25,18,0.3158459767002856
25,19,-0.5648333466217254
25,20,-0.6307965033224693
25,21,-0.6404118519172705
25,22,0.41711402345913373
25,23,-0.05784125168339591
25,24,-0.03949627409629372
25,25,1.0
25,26,-0.3431077888545666
25,27,-0.6286066709226018
25,28,0.3658125375954469
25,29,-0.3052431223684873
25,30,-0.5050827555492089
26,1,-0.3462073447481948
26,2,0.5331143330007845
26,3,-0.43261759917870357
26,4,0.162565426314712
26,5,-0.32638262520320616
26,6,0.09159776082178778
26,7,-0.23041852461897994
26,8,-0.05484799944773024
26,9,0.4886819077259188
26,10,0.5149724950839715
26,11,0.8439878762305938
26,12,0.8077858390004355
26,13,-0.28579525433364816
26,14,0.20848939335954234
26,15,-0.3130221711214004
26,16,-0.035523012437284514
26,17,0.16512295454002318
26,18,-0.269770033424235
26,19,0.33335902762269964
26,20,0.3024258096003676
26,21,0.7834333430646118
26,22,0.0900737580371632
26,23,-0.08764916167923983
26,24,-0.1887962662072584
26,25,-0.3431077888545666
26,26,1.0
26,27,0.11792411718922614
26,28,-0.08157329025895046
26,29,0.8307782301642176
26,30,0.6843973550609607
27,1,-0.6502437880156738
27,2,-0.07318104454287187
27,3,-0.601180179386216
27,4,-0.5358101908488405
27,5,-0.6330912590765372
27,6,0.35726472499122697
27,7,-0.34255262439706574
27,8,-0.264762694778511
27,9,0.7240248478861451
27,10,0.559880327751812
27,11,0.06986798817556629
27,12,0.07855228328389141
27,13,-0.5585179784723114
27,14,0.13891244713612125
27,15,-0.7346807859425198
27,16,-0.5860802604082824
27,17,0.7772892128345913
27,18,-0.3663848570445722
27,19,0.8089956352640839
27,20,0.830636662530509
27,21,0.5735403113669607
27,22,-0.3424195129825132
27,23,-0.015562558383160452
27,24,-0.15608322938416866
27,25,-0.6286066709226018
27,26,0.11792411718922613
27,27,1.0
27,28,-0.3743345816962567
27,29,0.07425325474811875
27,30,0.5675216477678359
28,1,0.05806958418510235
28,2,0.3418289862815509
28,3,0.7421992560848452
28,4,-0.09317620815616423
28,5,0.5456805991753707
28,6,0.016496026670816656
28,7,0.766979953214819
28,8,0.7806555514630587
28,9,-0.3584223410578825
28,10,-0.2945443519422503
28,11,-0.06293909748552923
28,12,-0.0034972554252050243
28,13,0.724784912818681
28,14,-0.11550996542709485
28,15,0.5578666424194567
28,16,0.823215019431549
28,17,-0.35384955108441
28,18,0.6271866878519907
28,19,-0.28283270957911916
28,20,-0.3706725953434279
28,21,-0.31493746190092786
28,22,0.5408288796540264
28,23,0.5469381433714379
28,24,0.6255509304927431
28,25,0.3658125375954469
28,26,-0.08157329025895045
28,27,-0.3743345816962567
28,28,1.0
28,29,-0.11467669446180107
28,30,-0.23695935056705125
29,1,-0.3021285084781727
29,2,0.4738739784611346
29,3,-0.3736603714182809
29,4,0.10309665372322498
29,5,-0.2960400310967803
29,6,0.07598776444448481
29,7,-0.1998844781168983
29,8,-0.04394714124602642
29,9,0.40699587569133866
29,10,0.5062154103982512
29,11,0.8384059387312818
29,12,0.5412219249831813
29,13,-0.25737350484581
29,14,0.18638346058724645
29,15,-0.28104979390174717
29,16,-0.0771610079497042
29,17,0.11234102502183851
29,18,-0.2547316786266287
29,19,0.2594773796822114
29,20,0.25404670864957024
29,21,0.6459662811542172
29,22,0.06888362197874853
29,23,-0.10127593910892257
29,24,-0.17561659793257833
29,25,-0.3052431223684873
29,26,0.8307782301642176
29,27,0.07425325474811877
29,28,-0.11467669446180107
29,29,0.9999999999999999
29,30,0.581914920976119
30,1,-0.5433748799560874
30,2,0.531322150026283
30,3,-0.6395842693191153
30,4,-0.10815763095867181
30,5,-0.6115986833148565
30,6,0.12289664192569712
30,7,-0.3549309257449243
30,8,-0.15399082705805753
30,9,0.790480532301784
30,10,0.8658163985126378
30,11,0.5950095200483897
30,12,0.5731854864636846
30,13,-0.46694715108230883
30,14,0.44371284331525473
30,15,-0.560250437879538
30,16,-0.3820375748949844
30,17,0.48443115508656304
30,18,-0.3934443345711387
30,19,0.6308080331879525
30,20,0.6824684265423094
30,21,0.842769613673894
30,22,-0.14983551385411417
30,23,-0.18706878954229475
30,24,-0.2955419618223384
30,25,-0.5050827555492089
30,26,0.6843973550609607
30,27,0.567521647767836
30,28,-0.23695935056705122
30,29,0.581914920976119
30,30,1.0
